rid,preferred_name,definition,synonyms,acronyms
RID21715,trunk of branch of recurrent laryngeal nerve to oblique arytenoid,,,
RID21716,trunk of branch of right recurrent laryngeal nerve to right oblique arytenoid,,,
RID21717,trunk of branch of left recurrent laryngeal nerve to left oblique arytenoid,,,
RID21718,trunk of branch of recurrent laryngeal nerve to transverse arytenoid,,,
RID21719,trunk of branch of right recurrent laryngeal nerve to right transverse arytenoid,,,
RID21720,trunk of branch of left recurrent laryngeal nerve to left transverse arytenoid,,,
RID21721,trunk of branch of recurrent laryngeal nerve to ceratocricoid,,,
RID21722,trunk of branch of right recurrent laryngeal nerve to right ceratocricoid,,,
RID21723,trunk of branch of left recurrent laryngeal nerve to left ceratocricoid,,,
RID21724,trunk of branch of recurrent laryngeal nerve to mucosa of larynx,,,
RID21725,trunk of branch of right ecurrent laryngeal nerve to mucosa of larynx,,,
RID21726,trunk of branch of left recurrent laryngeal nerve to mucosa of larynx,,,
RID21727,trunk of extra-laryngeal branch of recurrent laryngeal nerve to larynx,,,
RID21728,trunk of pulmonary branch of vagus nerve,,,
RID21729,trunk of pulmonary branch of right vagus nerve,,,
RID21730,trunk of pulmonary branch of left vagus nerve,,,
RID21731,trunk of bronchial branch of vagus nerve,,,
RID21732,trunk of bronchial branch of right vagus nerve,,,
RID21733,trunk of bronchial branch of left vagus nerve,,,
RID21734,trunk of esophageal branch of vagal trunk,,,
RID21735,trunk of esophageal branch of anterior vagal trunk,,,
RID21736,trunk of esophageal branch of posterior vagal trunk,,,
RID21737,trunk of gastric branch of vagus nerve,,,
RID21738,trunk of gastric branch of right vagus nerve,,,
RID21739,trunk of gastric branch of left vagus nerve,,,
RID21740,trunk of branch of vagus nerve to carotid body,,,
RID21741,trunk of vagal branch to right carotid body,,,
RID21742,trunk of vagal branch to left carotid body,,,
RID21743,trunk of branch of right vagus nerve to pancreas,,,
RID21744,trunk of renal branch of vagus nerve,,,
RID21745,trunk of renal branch of right vagus nerve,,,
RID21746,trunk of renal branch of left vagus nerve,,,
RID21747,trunk of branch of glossopharyngeal nerve,,,
RID21748,trunk of tympanic nerve,,tympanic neural trunk,
RID21749,trunk of right tympanic nerve,,right tympanic neural trunk,
RID21750,trunk of left tympanic nerve,,left tympanic neural trunk,
RID21751,trunk of communicating branch of glossopharyngeal nerve with auricular branch of vagus nerve,,,
RID21752,trunk of communicating branch of right glossopharyngeal nerve with auricular branch of right vagus nerve,,,
RID21753,trunk of communicating branch of left glossopharyngeal nerve with auricular branch of left vagus nerve,,,
RID21754,trunk of pharyngeal branch of glossopharyngeal nerve,,,
RID21755,trunk of pharyngeal branch of right glossopharyngeal nerve,,,
RID21756,trunk of pharyngeal branch of left glossopharyngeal nerve,,,
RID21757,trunk of stylopharyngeal branch of glossopharyngeal nerve,,,
RID21758,trunk of stylopharyngeal branch of right glossopharyngeal nerve,,,
RID21759,trunk of stylopharyngeal branch of left glossopharyngeal nerve,,,
RID21760,trunk of carotid sinus nerve,,carotid sinus neural trunk,
RID21761,trunk of right carotid sinus nerve,,right carotid sinus neural trunk,
RID21762,trunk of left carotid sinus nerve,,left carotid sinus neural trunk,
RID21763,trunk of tonsillar branch of glossopharyngeal nerve,,,
RID21764,trunk of tonsillar branch of right glossopharyngeal nerve,,,
RID21765,trunk of tonsillar branch of left glossopharyngeal nerve,,,
RID21766,trunk of lingual branch of glossopharyngeal nerve,,,
RID21767,trunk of lingual branch of glossopharyngeal nerve to vallate papillae,,,
RID21768,trunk of lingual branch of right glossopharyngeal nerve to right vallate papillae,,,
RID21769,trunk of lingual branch of left glossopharyngeal nerve to left vallate papillae,,,
RID21770,trunk of lingual branch of glossopharyngeal nerve to postsulcal part of tongue,,,
RID21771,trunk of lingual branch of right glossopharyngeal nerve to right postsulcal part of tongue,,,
RID21772,trunk of lingual branch of left glossopharyngeal nerve to left postsulcal part of tongue,,,
RID21773,trunk of lesser petrosal nerve,,lesser petrosal neural trunk,
RID21774,trunk of right lesser petrosal nerve,,right lesser petrosal neural trunk,
RID21775,trunk of left lesser petrosal nerve,,left lesser petrosal neural trunk,
RID21776,trunk of communicating branch of glossopharyngeal nerve with auriculotemporal nerve,,,
RID21777,trunk of communicating branch of right glossopharyngeal nerve with right auriculotemporal nerve,,,
RID21778,trunk of communicating branch of left glossopharyngeal nerve with left auriculotemporal nerve,,,
RID21779,trunk of communicating branch of glossopharyngeal nerve with chorda tympani,,,
RID21780,trunk of communicating branch of right glossopharyngeal nerve with right chorda tympani,,,
RID21781,trunk of communicating branch of left glossopharyngeal nerve with left chorda tympani,,,
RID21782,trunk of parotid branch of glossopharyngeal nerve,,,
RID21783,trunk of parotid branch of right glossopharyngeal nerve,,,
RID21784,trunk of parotid branch of left glossopharyngeal nerve,,,
RID21785,trunk of branch of hypoglossal nerve,,,
RID21786,trunk of meningeal branch of hypoglossal nerve,,,
RID21787,trunk of meningeal branch of hypoglossal nerve to diploe of occipital bone,,,
RID21788,trunk of meningeal branch of right hypoglossal nerve to diploe of occipital bone,,,
RID21789,trunk of meningeal branch of left hypoglossal nerve to diploe of occipital bone,,,
RID2179,,,,
RID21790,trunk of meningeal branch of hypoglossal nerve to wall of occipital sinus,,,
RID21791,trunk of meningeal branch of right hypoglossal nerve to wall of occipital sinus,,,
RID21792,trunk of meningeal branch of left hypoglossal nerve to wall of occipital sinus,,,
RID21793,trunk of meningeal branch of hypoglossal nerve to wall of inferior petrosal sinus,,,
RID21794,trunk of meningeal branch of right hypoglossal nerve to wall of right inferior petrosal sinus,,,
RID21795,trunk of meningeal branch of left hypoglossal nerve to wall of left inferior petrosal sinus,,,
RID21796,trunk of meningeal branch of hypoglossal nerve to floor of posterior cranial fossa,,,
RID21797,trunk of meningeal branch of right hypoglossal nerve to floor of posterior cranial fossa,,,
RID21798,trunk of meningeal branch of left hypoglossal nerve to floor of posterior cranial fossa,,,
RID21799,trunk of meningeal branch of hypoglossal nerve to anterior wall of posterior cranial fossa,,,
RID21800,trunk of meningeal branch of right hypoglossal nerve to anterior wall of posterior cranial fossa,,,
RID21801,trunk of meningeal branch of left hypoglossal nerve to anterior wall of posterior cranial fossa,,,
RID21802,trunk of descending branch of hypoglossal nerve,,,
RID21803,trunk of descending branch of right hypoglossal nerve,,,
RID21804,trunk of descending branch of left hypoglossal nerve,,,
RID21805,trunk of branch of the descending branch of hypoglossal nerve,,,
RID21806,trunk of branch of hypoglossal nerve to superior belly of omohyoid,,,
RID21807,trunk of branch of right hypoglossal nerve to superior belly of right omohyoid,,,
RID21808,trunk of branch of left hypoglossal nerve to superior belly of left omohyoid,,,
RID21809,trunk of branch of hypoglossal nerve to ansa cervicalis,,,
RID21810,trunk of branch of right hypoglossal nerve to right ansa cervicalis,,,
RID21811,trunk of branch of left hypoglossal nerve to left ansa cervicalis,,,
RID21812,trunk of muscular branch of hypoglossal nerve,,,
RID21813,trunk of branch of hypoglossal nerve to styloglossus,,,
RID21814,trunk of branch of right hypoglossal nerve to right styloglossus,,,
RID21815,trunk of branch of left hypoglossal nerve to left styloglossus,,,
RID21816,trunk of branch of hypoglossal nerve to hyoglossus,,,
RID21817,trunk of branch of right hypoglossal nerve to right hyoglossus,,,
RID21818,trunk of branch of left hypoglossal nerve to left hyoglossus,,,
RID21819,trunk of branch of hypoglossal nerve to genioglossus,,,
RID21820,trunk of branch of right hypoglossal nerve to right genioglossus,,,
RID21821,trunk of branch of left hypoglossal nerve to left genioglossus,,,
RID21822,trunk of branch of hypoglossal nerve to palatopharyngeus,,,
RID21823,trunk of branch of right hypoglossal nerve to right palatopharyngeus,,,
RID21824,trunk of branch of left hypoglossal nerve to left palatopharyngeus,,,
RID21825,trunk of branch of hypoglossal nerve to geniohyoid,,,
RID21826,trunk of branch of right hypoglossal nerve to right geniohyoid,,,
RID21827,trunk of branch of left hypoglossal nerve to left geniohyoid,,,
RID21828,trunk of branch of hypoglossal nerve to thyrohyoid,,,
RID21829,trunk of branch of right hypoglossal nerve to right thyrohyoid,,,
RID21830,trunk of branch of left hypoglossal nerve to left thyrohyoid,,,
RID21928,trunk of left coccygeal nerve,,left coccygeal neural trunk,
RID21929,trunk of peripheral nerve,,peripheral neural trunk,
RID21930,trunk of branch of cervical nerve plexus,,,
RID21931,ansa cervicalis,,,
RID21932,right ansa cervicalis,,,
RID21933,left ansa cervicalis,,,
RID21934,root of ansa cervicalis,,ansa cervicalis root,
RID21935,superior root of ansa cervicalis,,radix superior ansae cervicalis,
RID21936,superior root of right ansa cervicalis,,,
RID21937,superior root of left ansa cervicalis,,,
RID21938,inferior root of ansa cervicalis,,radix inferior ansae cervicalis,
RID21939,inferior root of right ansa cervicalis,,,
RID21940,inferior root of left ansa cervicalis,,,
RID21941,trunk of superficial branch of cervical nerve plexus,,,
RID21942,trunk of ascending superficial branch of cervical plexus,,,
RID21943,trunk of branch of lesser occipital nerve,,,
RID21944,trunk of branch to great auricular nerve,,,
RID21945,trunk of branch to right great auricular nerve,,,
RID21946,trunk of branch to left great auricular nerve,,,
RID21947,trunk of branch to greater occipital nerve,,,
RID21948,trunk of branch to right greater occipital nerve,,,
RID21949,trunk of branch to left greater occipital nerve,,,
RID21950,trunk of cutaneous branch to scalp behind auricle,,,
RID21951,trunk of cutaneous branch to scalp behind right auricle,,,
RID21952,trunk of cutaneous branch to scalp behind left auricle,,,
RID21953,trunk of auricular branch to skin of upper third of medial auricle,,,
RID21954,trunk of branch to posterior branch of great auricular nerve,,,
RID21955,trunk of branch to posterior branch of right great auricular nerve,,,
RID21956,trunk of branch to posterior branch of left great auricular nerve,,,
RID21957,trunk of branch of lesser occipital nerve to posterior auricular branch of facial nerve,,,
RID21961,trunk of branch of great auricular nerve,,,
RID21962,trunk of anterior branch of great auricular nerve,,,
RID21963,trunk of anterior branch of right great auricular nerve,,,
RID21964,trunk of anterior branch of left great auricular nerve,,,
RID21965,trunk of posterior branch of great auricular nerve,,,
RID21966,trunk of posterior branch of right great auricular nerve,,,
RID21967,trunk of posterior branch of left great auricular nerve,,,
RID21971,trunk of branch of transverse cervical nerve,,,
RID21972,trunk of superior branch of transverse cervical nerve,,,
RID21973,trunk of superior branch of right transverse cervical nerve,,,
RID21974,trunk of superior branch of left transverse cervical nerve,,,
RID21975,trunk of inferior branch of transverse cervical nerve,,,
RID21976,trunk of inferior branch of right transverse cervical nerve,,,
RID21977,trunk of inferior branch of left transverse cervical nerve,,,
