loinc_number,long_common_name,short_name,modality,anatomic_location,synonyms_count,top_synonyms
107300-6,RFA Guidance for placement of stent graft in Common carotid artery - right,RFA Guided Com carotid a-R,RF,True; Right; Neck,20,Art; Carot a; Com carotid a-R; Document; Finding
107301-4,RF Guidance for placement of GJ-tube in Gastrointestinal tract upper,RF Guided UGI GJ-tube place,RF,Abdomen,21,Abd; Abdo; Abdomen+; Abdominal; Document
107302-2,RF Guidance for embolization of Carotid artery.external,RF Guided Carot a.ext Embol,RF,Head; Neck,22,Art; Brain; Carot a; Carot a.ext; Cranial
107303-0,RF Guidance for embolization of Unspecified body region,RF Guided Embol,RF,,19,Document; Finding; Findings; Fluor; Fluoro
107304-8,RF Guidance for endoscopy drainage of Biliary ducts and Gallbladder,RF Guided BDs+GB drainage,RF,Abdomen,29,Abd; Abdo; Abdomen+; Abdominal; BDs
107305-5,RF Guidance for ablation of Unspecified body region,RF Guided Guidance for ablation,RF,,19,Document; Finding; Findings; Fluor; Fluoro
107306-3,RF Guidance for percutaneous transluminal angioplasty of Iliac artery,RF Guided Iliac a PTA,RF,Unspecified; True; Abdomen; Pelvis,22,Abd; Abd+Pelvis; Abdo; Abdominal; Art
107307-1,RF Guidance for percutaneous thrombectomy of Cerebral artery,RF Guided Cerebral artery thrombect,RF,Unspecified; True; Head,22,Art; Brain; Cereb; Cranial; Cranium
107379-0,PT Whole body Views,PT Whole body Views W RNC IV,PT,Whole Body,21,bod; Bodies; Document; Films; Finding
107380-8,PET+CT Unspecified body region Views,PET+CT Views W RNC IV,PT+CT,,29,CAT scan; Computed tomography; Computerized tomography; CT scan; Document
107381-6,SPECT+CT Lung Views,SPECT+CT Lung Views W RNC IV,NM.SPECT+CT,Chest; Unspecified; True,21,CAT scan; Computed tomography; Computerized tomography; CT scan; Document
107382-4,PET+CT Whole body Views,PET+CT Whole body Views W RNC IV,PT+CT,Whole Body,26,bod; Bodies; CAT scan; Computed tomography; Computerized tomography
107383-2,PET+CT Heart Views,PET+CT Hrt Views W RNC IV,PT+CT,Chest,26,Cardiac; CAT scan; Computed tomography; Computerized tomography; CT scan
107384-0,PET+CT Prostate Views,PET+CT Prostate Views W RNC IV,PT+CT,Pelvis,26,CAT scan; Computed tomography; Computerized tomography; CT scan; Document
107385-7,PT Heart Views,PT Hrt Views W RNC IV,PT,Chest,21,Cardiac; Document; Films; Finding; Findings
107386-5,MRI Guidance for localization of lesion of Breast - right,MR Guided Brst-R localize lesion,MR,Breast; True; Right,17,Brst; Brst-R; Document; Finding; Findings
107387-3,MRI Guidance for localization of lesion of Breast - left,MR Guided Brst-L localize lesion,MR,Breast; True; Left,17,Brst; Brst-L; Document; Finding; Findings
107388-1,MR Vessel WO and W contrast IV,MR Ves WO+W contr IV,MR,Unspecified; True; XXX,26,c; Contr; Contra; Contrst; Document
107390-7,MR Spine.thoracolumbar WO and W contrast IV,MR Spine.thoracolumbar WO+W contr IV,MR,Chest; Abdomen,27,Abd; Abdo; Abdomen+; Abdominal; c
107391-5,MR Salivary gland WO and W contrast IV,MR Salivary gland WO+W contr IV,MR,Unspecified; True; Head,27,Brain; c; Contr; Contra; Contrst
107393-1,MR Lymphatic vessels WO and W contrast IV,MR Lymph ves WO+W contr IV,MR,XXX,28,c; Contr; Contra; Contrst; Document
107403-8,RF Guidance for percutaneous stent placement of Superior vena cava,RF Guided SVC stent placement,RF,Chest,18,Document; Finding; Findings; Fluor; Fluoro
107405-3,RF Guidance for transjugular intrahepatic portosystemic shunt stent dilation of Liver,RF Guided Liver TIPS stent dilate,RF,Abdomen,22,Abd; Abdo; Abdomen+; Abdominal; Document
107406-1,RF Guidance for balloon obstruction of Iliac artery,RF Guided balloon obstruct Iliac a,RF,Unspecified; True; Abdomen; Pelvis,20,Abd; Abd+Pelvis; Abdo; Abdominal; Art
107408-7,RF Guidance for embolization of Vessel intracranial,RF Guide IC ves perc translum coil embol,RF,Head,20,Brain; Cranial; Cranium; Document; Finding
107409-5,MR.elastography Unspecified body region WO and W contrast IV,MR.elastography Spec WO+W contr IV,MR,,25,c; Contr; Contra; Contrst; Document
107410-3,RF Guidance for angioplasty of Vein,RF Guided Vein Angio,RF,Unspecified; True; XXX,22,Angplsty; Document; Finding; Findings; Fluor
107411-1,RF Guidance for vascular sclerotherapy of Vein,RF Guided Vein Vasc sclerotherapy,RF,Unspecified; True; XXX,22,Document; Finding; Findings; Fluor; Fluoro
107412-9,RF Guidance for dilation of Ureter,RF Guided Ureter Dilation,RF,Unspecified; True; Abdomen; Pelvis,18,Abd; Abd+Pelvis; Abdo; Abdominal; Document
107413-7,US Guidance for placement of marker in Axilla - right,US Guided Axilla-R Marker place,US,Chest; True; Right,24,Ax; Axilla-R; Document; Echography; Finding
107414-5,US Guidance for placement of marker in Axilla - left,US Guided Axilla-L Marker place,US,Chest; True; Left,24,Ax; Axilla-L; Document; Echography; Finding
107424-4,XR Penis Views,XR Penis Views,XR,Pelvis,16,Document; Films; Finding; Findings; Imaging
107425-1,MG stereo Guidance for placement of marker in Breast - left,MG.stereo Guided Brst-L Marker place,MG,Breast; True; Left,17,Brst; Brst-L; Document; Finding; Findings
107426-9,MG stereo Guidance for placement of marker in Breast - bilateral,MG.stereo Guided Brst-Bl Marker place,MG,Breast; True; Bilateral,20,Bil; Bilat; Both; Breast-Bl; Breasts
107429-3,US Guidance for biopsy of Wrist - right,US Guided Wrist-R Bx,US,Upper extremity; True; Right,31,Arm; Bx; Carpal bone; Carpal bones; Carpal bones and joint
107430-1,US Guidance for biopsy of Wrist - left,US Guided Wrist-L Bx,US,Upper extremity; True; Left,31,Arm; Bx; Carpal bone; Carpal bones; Carpal bones and joint
107432-7,US Urethra,US Urethra,US,Pelvis,16,Document; Echography; Finding; Findings; Genital tract
107437-6,MR Heart and Liver WO and W contrast IV,MR Heart+Liver WO+W contr IV,MR,Chest; Abdomen,29,Abd; Abdo; Abdomen+; Abdominal; c
107439-2,XR Whole body Views,XR Whole body Views,XR,Whole Body,16,bod; Bodies; Document; Films; Finding
107440-0,RF Guidance for dilation of Ureter right,RF Guided Ureter-RT Dilation,RF,True; Right; Abdomen; Pelvis,21,Abd; Abd+Pelvis; Abdo; Abdominal; Document
107441-8,XR Knee Views 3D post processing,XR Knee XR 3D,XR,Lower extremity; Unspecified; True,22,After; Document; EXT; Films; Finding
107442-6,XR Upper extremity Views 3D post processing,XR UE XR 3D,XR,Upper extremity; Unspecified; True,20,After; Arm; Document; EXT; Films
108347-6,XR.slot radiography Whole body Views,XR.slot radiography Whole body Views,XR,Whole Body,18,bod; Bodies; Document; EOS scanner; Films
108348-4,CT Larynx WO and W contrast IV,CT Larynx WO+W contr IV,CT,Head; Neck,26,Brain; c; CAT scan; Computed tomography; Computerized tomography
11525-3,US for pregnancy,US for pregnancy,US,Pelvis,25,Document; Echography; Fetal; Finding; Findings
24531-6,US Retroperitoneum,US Retroperitoneum,US,Abdomen,21,Abd; Abd.reper; Abdo; Abdomen+; Abdominal
24532-4,US Abdomen RUQ,US Abd RUQ,US,Abdomen,21,Abd; Abd RUQ; Abdo; Abdomen+; Abdominal
24533-2,MRA Abdominal vessels W contrast IV,MRA Abd ves W contr IV,MR,Abdomen,35,Abd; Abd ves; Abdo; Abdomen; Abdomen+
24534-0,US.doppler Abdominal vessels,DOP Abd ves,US,Abdomen,28,Abd; Abd ves; Abdo; Abdomen; Abdomen+
24535-7,XR Acetabulum Views,XR Acetabulum Views,XR,Lower extremity; Unspecified; True,18,Document; EXT; Films; Finding; Findings
24536-5,XR Acromioclavicular Joint Views,XR AC joint Views,XR,Upper extremity; Unspecified; True,24,AC joint; ACJ; Acromio-clavicular; Arm; Document
24537-3,US Guidance for aspiration of amniotic fluid of Uterus,US Guided Uterus Amn fld asp,US,Pelvis,29,AF; Amn; Amn fld asp; Amnio; Asp
24538-1,MR Ankle,MR Ankle,MR,Lower extremity; Unspecified; True,19,Document; EXT; Finding; Findings; Imaging
24539-9,MR Ankle WO and W contrast IV,MR Ankle WO+W contr IV,MR,Lower extremity; Unspecified; True,31,c; Contr; Contra; Contrst; CorePlaybook
24540-7,XR Ankle 2 Views,XR Ankle 2V,XR,Lower extremity; Unspecified; True,28,2V; 2VW; CorePlaybook; Document; EXT
24541-5,XR Ankle Views,XR Ankle Views,XR,Lower extremity; Unspecified; True,23,Document; EXT; Films; Finding; Findings
24542-3,US Anus,US Anus,US,Pelvis,15,Anal; Document; Echography; Finding; Findings
24543-1,RFA Guidance for angioplasty of Thoracic and abdominal aorta-- W contrast IA,RFA Guided TA + AA Angio--W contr IA,RF,Chest; Abdomen,34,Ab Ao; Abd; Abd Aorta; Abdo; Abdomen
24544-9,CT Thoracic Aorta,CT TA,CT,Chest,15,AO; Aortic; CAT scan; Computed tomography; Computerized tomography
24545-6,CT Thoracic Aorta W contrast IV,CT TA W contr IV,CT,Chest,21,AO; Aortic; c; CAT scan; Computed tomography
24547-2,US Thoracic and abdominal aorta,US TA + AA,US,Chest; Abdomen,27,Ab Ao; Abd; Abd Aorta; Abdo; Abdomen
24548-0,US Appendix,US Appendix,US,Abdomen; Pelvis,23,Abd; Abd+Pelvis; Abdo; Abdominal; App
24549-8,MRA Upper extremity vessels W contrast IV,MRA UE ves W contr IV,MR,Upper extremity; Unspecified; True,33,Ang; Angio; Angiography; Arm; Arm and hand vessels
24550-6,RFA Upper extremity veins Views W contrast IV,RFA UE vv Views W contr IV,RF,Upper extremity; Unspecified; True,31,Arm; c; Cardio; Cardiology; Contr
24551-4,RFA AV fistula Views W contrast IA,RFA AVF Views W contr IA,RF,XXX,32,Arteriogram; Arteriovenous Fistula; AVF; c; Contr
24552-2,RF Stent Views W contrast intra stent,RF Stent Views W contr intra stnt,RF,XXX,27,c; Contr; Contra; Contrst; Document
24553-0,RFA Guidance for embolectomy of Intracranial vessel-- W contrast IV,RFA Guided IC ves Embolec--W contr IV,RF,Head,31,Brain; c; Contr; Contra; Contrst
24554-8,RFA Guidance for embolization of Artery-- W contrast IA,RFA Guided Artery Embol--W contr IA,RF,XXX,32,Art; Arteriogram; c; Cardio; Cardiology
24555-5,RFA Guidance for placement of stent in Artery,RFA Guided Artery Stent place,RF,XXX,26,Art; Cardio; Cardiology; Document; Finding
24556-3,MR Abdomen,MR Abd,MR,Abdomen,14,Abd; Abdo; Abdomen+; Abdominal; Document
24557-1,MR Abdomen WO and W contrast IV,MR Abd WO+W contr IV,MR,Abdomen,26,Abd; Abdo; Abdomen+; Abdominal; c
24558-9,US Abdomen,US Abd,US,Abdomen,19,Abd; Abdo; Abdomen+; Abdominal; CorePlaybook
24559-7,US Guidance for drainage and placement of drainage catheter of Abdomen,US Guided Abd Drain+cath place,US,Abdomen,25,Abd; Abdo; Abdomen+; Abdominal; Cath
24560-5,Portable XR Abdomen AP left lateral-decubitus,XR port Abd AP L-lat decub,XR,Abdomen,31,1V; Abd; Abdo; Abdomen+; Abdominal
24561-3,XR Abdomen AP left lateral-decubitus,XR Abd AP L-lat decub,XR,Abdomen,30,1V; Abd; Abdo; Abdomen+; Abdominal
24562-1,XR Abdomen Left lateral-decubitus and Right lateral-decubitus,XR Abd L+R Lat Decub,XR,Abdomen,25,Abd; Abdo; Abdomen+; Abdominal; Document
24563-9,XR Abdomen AP right lateral-decubitus,XR Abd AP R-lat decub,XR,Abdomen,30,1V; Abd; Abdo; Abdomen+; Abdominal
24564-7,Portable XR Abdomen AP upright,XR port Abd AP upr,XR,Abdomen,28,1V; Abd; Abdo; Abdomen+; Abdominal
24566-2,CT Retroperitoneum,CT Retroperitoneum,CT,Abdomen,18,Abd; Abd.reper; Abdo; Abdomen+; Abdominal
24568-8,RFA Guidance for atherectomy of AV fistula-- W contrast IV,RFA Guided AVF Atherect--W contr IV,RF,XXX,32,Arteriovenous Fistula; AVF; c; Contr; Contra
24569-6,RFA AV shunt Views W contrast IV,RFA AV shunt Views W contr IV,RF,XXX,30,Arteriovenous shunt; c; Contr; Contra; Contrst
24570-4,RF Guidance for removal of calculus from Biliary duct common-- W contrast retrograde intra biliary,RF Guided CBD Calc rem--W contr retro IB,RF,Abdomen,37,Abd; Abdo; Abdomen+; Abdominal; BD
24571-2,NM Biliary ducts and Gallbladder Views for patency of biliary structures and ejection fraction W sincalide and W radionuclide IV,NM BDs+GB Bil Pat+EF W Sinc+RNC IV,NM,Abdomen,35,Abd; Abdo; Abdomen+; Abdominal; BDs
24572-0,NM Biliary ducts and Gallbladder Views for patency of biliary structures W Tc-99m IV,NM BDs+GB Views for bil pat W Tc99mIV,NM,Abdomen,31,99 mTC; 99mTc; Abd; Abdo; Abdomen+
24573-8,XR Biliary ducts and Gallbladder Views W contrast IV,XR BDs+GB Views W contr IV,XR,Abdomen,35,Abd; Abdo; Abdomen+; Abdominal; BDs
24574-6,RF Biliary ducts and Gallbladder Views during surgery W contrast biliary duct,RF BDs+GB Views in Surg W contr BD,RF,Abdomen,44,Abd; Abdo; Abdomen+; Abdominal; BDs
24575-3,RF Biliary ducts and Gallbladder Views W contrast percutaneous transhepatic,RF BDs+GB Views W contr PC transhepatic,RF,Abdomen,39,Abd; Abdo; Abdomen+; Abdominal; BDs
24576-1,RFA Urinary bladder arteries Views W contrast IA,RFA Bladder aa Views W contr IA,RF,Pelvis,26,Arteriogram; Bladder aa; c; Contr; Contra
24577-9,XR Bone Views during surgery,XR Bone Views in Surg,XR,XXX,26,BON; Document; Films; Finding; Findings
24578-7,SPECT Bones,SPECT Bones W RNC IV,NM,XXX,17,Document; Finding; Findings; Imaging; Misc
24579-5,XR Long bones Survey Views,XR Bones.long Survey,XR,XXX,21,Bone Survey; Document; Films; Finding; Findings
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,RFA Guided BrachCeph a Angio--W contr IA,RF,Chest,31,Angplsty; Art; Arteriogram; BrachCeph a; Brachiocephalic
24581-1,RFA Subclavian artery and Brachial artery Views W contrast IA,RFA Subclav a+Brach a Views W contr IA,RF,Chest; Unspecified; True; Upper extremity,34,Arm; Art; Arteriogram; Brach a; c
24582-9,MR Brachial plexus,MR Brachial plexus,MR,Chest,12,Document; Finding; Findings; Imaging; Mitral regurgitation maximum velocity
24583-7,MR Brachial plexus WO and W contrast IV,MR Brachial plexus WO+W contr IV,MR,Chest,24,c; Contr; Contra; Contrst; CorePlaybook
24584-5,MRA Thoracic inlet vessels W contrast IV,MRA TI ves W contr IV,MR,Chest,29,Ang; Angio; Angiography; c; Contr
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,CT Guided Head Str Bx--W contr IV,CT,Head,29,Brain; Bx; c; CAT scan; Computed tomography
24586-0,MR Brain W anesthesia,MR Brain W anesthesia,MR,Head,20,Brain; Cerebral; Cerebrum; Cranial; Cranium
24587-8,MR Brain WO and W contrast IV,MR Brain WO+W contr IV,MR,Head,32,Brain; c; Cerebral; Cerebrum; Contr
24588-6,MR Brain WO and W contrast IV and W anesthesia,MR Brain WO+W contr IV+Anesthesia,MR,Head,31,Brain; c; Cerebral; Cerebrum; Contr
24589-4,MR Brain W contrast IV,MR Brain W contr IV,MR,Head,28,Brain; c; Cerebral; Cerebrum; Contr
24590-2,MR Brain,MR Brain,MR,Head,20,Brain; Cerebral; Cerebrum; Cranial; Cranium
24591-0,NM Brain Brain death protocol Views W Tc-99m HMPAO IV,NM Brain BD protocol W Tc99mHMPAO IV,NM,Head,34,99 mTC; 99mTc; BD protocol; Brain; Cerebral
24593-6,MRA Head vessels W contrast IV,MRA Head ves W contr IV,MR,Head,36,Ang; Angio; Angiography; Brain; c
24594-4,MG Guidance for aspiration of cyst of Breast,MG Guided Brst Cyst asp,MG,Breast; Unspecified; True,15,Asp; Brst; Cyst asp; Document; Finding
24595-1,MG Guidance for needle localization of mass of Breast,MG Guided Brst Needle loc mass,MG,Breast; Unspecified; True,15,Brst; Document; Finding; Findings; Guid
24596-9,US Breast specimen,US Brst spec,US,,15,Brst spec; Document; Echography; Finding; Findings
24597-7,MG Breast specimen Views,MG Brst spec Views,MG,,15,Brst spec; CorePlaybook; Document; Films; Finding
24598-5,MG Guidance for fluid aspiration of Breast,MG Guided Brst PC fluid asp,MG,Breast; Unspecified; True,16,Asp; Brst; Document; Finding; Findings
24599-3,US Breast limited,US Brst Ltd,US,Breast; Unspecified; True,21,Brst; Document; Echography; Finding; Findings
24600-9,US Guidance for needle localization of Breast,US Guided Brst Needle loc,US,Breast; Unspecified; True,24,Brst; Document; Echography; Finding; Findings
24601-7,US Breast,US Brst,US,Breast; Unspecified; True,21,Brst; CorePlaybook; Document; Echography; Finding
24602-5,MG Guidance for biopsy of Breast,MG Guided Brst Bx,MG,Breast; Unspecified; True,14,Brst; Bx; Document; Finding; Findings
24603-3,MG stereo Guidance for biopsy of Breast,MG.stereo Guided Brst Bx,MG,Breast; Unspecified; True,15,Brst; Bx; Document; Finding; Findings
24604-1,MG Breast Diagnostic Limited Views,MG Brst Views Dx Ltd,MG,Breast; Unspecified; True,16,Brst; Document; Films; Finding; Findings
24605-8,MG Breast Diagnostic,MG Brst Dx,MG,Breast; Unspecified; True,14,Brst; Document; Dx; Films; Finding
24606-6,MG Breast Screening,MG Brst screening,MG,Breast; Unspecified; True,17,Asympt; Asymptomatic; Brst; CorePlaybook; Document
24609-0,MG Guidance for percutaneous biopsy.core needle of Breast,MG Guided Brst PC Bx CN,MG,Breast; Unspecified; True,19,Brst; Bx; CN; CNB; Document
24610-8,MG Breast Limited Views,MG Brst Views Ltd,MG,Breast; Unspecified; True,15,Brst; Document; Films; Finding; Findings
24612-4,XR Calcaneus Views,XR Heel Views,XR,Lower extremity; Unspecified; True,22,Calcaneous; Document; EXT; Films; Finding
24614-0,RFA Guidance for angioplasty of Carotid artery extracranial-- W contrast IA,RFA Guided Carot a.EC Angio--W contr IA,RF,Neck,29,Angplsty; Art; Arteriogram; c; Cardio
24615-7,RFA Guidance for angioplasty of Carotid artery.intracranial-- W contrast IA,RFA Guided Carot a.IC Angio--W contr IA,RF,Head,34,Angplsty; Art; Arteriogram; Brain; c
24616-5,US Carotid arteries,US Carotid aa,US,Head; Neck,24,Brain; Cardio; Cardiology; Carotid aa; Cranial
24617-3,RFA Carotid arteries Views W contrast IA,RFA Carotid aa Views W contr IA,RF,Head; Neck,31,Arteriogram; Brain; c; Cardio; Cardiology
24619-9,XR Wrist Views,XR Wrist Views,XR,Upper extremity; Unspecified; True,22,Arm; Carpal bone; Carpal bones; Carpal bones and joint; Document
24620-7,RF Catheter Views for patency check W contrast via catheter,RF Catheter Vs patency W contr via cath,RF,XXX,31,c; Cath; Catheter placement check; Contr; Contra
24621-5,RF Guidance for percutaneous drainage and placement of drainage catheter of Unspecified body region,RF Guided PC drn+cath place,RF,,27,Cath; Document; Drain; Exudate; Finding
24622-3,RFA Celiac artery Views W contrast IA,RFA Celiac a Views W contr IA,RF,Abdomen,31,Abd; Abdo; Abdomen+; Abdominal; Art
24623-1,CT Guidance for nerve block of Celiac plexus,CT Guided Celiac plexus Nerve block,CT,Abdomen,19,Abd; Abdo; Abdomen+; Abdominal; CAT scan
